2025-03-07 11:26:00,679 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-03-07 11:26:00,698 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-03-07 11:26:00,701 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-03-07 11:26:00,701 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-03-07 11:26:00,702 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-03-07 11:26:00,702 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-03-07 11:26:00,703 INFO  SwAddin.cs: 201 - Setting up command manager
2025-03-07 11:26:00,704 INFO  SwAddin.cs: 204 - Adding command manager
2025-03-07 11:26:00,706 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-03-07 11:26:00,716 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-03-07 11:26:00,717 INFO  SwAddin.cs: 210 - Adding event handlers
2025-03-07 11:26:00,719 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-03-07 12:05:36,654 INFO  SwAddin.cs: 294 - Assembly export called for file simple_mtm
2025-03-07 12:05:37,948 INFO  SwAddin.cs: 313 - Saving assembly
2025-03-07 12:05:39,171 INFO  SwAddin.cs: 316 - Opening property manager
2025-03-07 12:05:39,191 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from simple_mtm
2025-03-07 12:05:39,198 INFO  ExportHelperExtension.cs: 1136 - Found 57 in simple_mtm
2025-03-07 12:05:39,199 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in simple_mtm
2025-03-07 12:05:39,199 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-07 12:05:39,201 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2025-03-07 12:05:39,202 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gimbal_body.stp-1
2025-03-07 12:05:39,203 INFO  ExportHelperExtension.cs: 1136 - Found 37 in gimbal_body.stp-1
2025-03-07 12:05:39,203 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gimbal_body.stp-1
2025-03-07 12:05:39,204 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base.stp-1
2025-03-07 12:05:39,204 INFO  ExportHelperExtension.cs: 1136 - Found 38 in base.stp-1
2025-03-07 12:05:39,205 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base.stp-1
2025-03-07 12:05:39,205 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lower_arm.stp-1
2025-03-07 12:05:39,206 INFO  ExportHelperExtension.cs: 1136 - Found 31 in lower_arm.stp-1
2025-03-07 12:05:39,206 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lower_arm.stp-1
2025-03-07 12:05:39,206 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_left_arm.stp-1
2025-03-07 12:05:39,207 INFO  ExportHelperExtension.cs: 1136 - Found 42 in shoulder_left_arm.stp-1
2025-03-07 12:05:39,207 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_left_arm.stp-1
2025-03-07 12:05:39,208 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shoulder_pitch.stp-1
2025-03-07 12:05:39,208 INFO  ExportHelperExtension.cs: 1136 - Found 36 in shoulder_pitch.stp-1
2025-03-07 12:05:39,209 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shoulder_pitch.stp-1
2025-03-07 12:05:39,209 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from upper_arm.stp-1
2025-03-07 12:05:39,210 INFO  ExportHelperExtension.cs: 1136 - Found 36 in upper_arm.stp-1
2025-03-07 12:05:39,210 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in upper_arm.stp-1
2025-03-07 12:05:39,211 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lever.stp-1
2025-03-07 12:05:39,211 INFO  ExportHelperExtension.cs: 1136 - Found 36 in lever.stp-1
2025-03-07 12:05:39,212 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lever.stp-1
2025-03-07 12:05:39,212 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lever.stp-2
2025-03-07 12:05:39,212 INFO  ExportHelperExtension.cs: 1136 - Found 36 in lever.stp-2
2025-03-07 12:05:39,213 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lever.stp-2
2025-03-07 12:05:39,213 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from simple_mtm
2025-03-07 12:05:39,214 INFO  ExportHelperExtension.cs: 1136 - Found 57 in simple_mtm
2025-03-07 12:05:39,214 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in simple_mtm
2025-03-07 12:05:39,215 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-07 12:05:39,215 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2025-03-07 12:05:39,215 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gimbal_body.stp-1
2025-03-07 12:05:39,216 INFO  ExportHelperExtension.cs: 1136 - Found 37 in gimbal_body.stp-1
2025-03-07 12:05:39,216 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gimbal_body.stp-1
2025-03-07 12:05:39,216 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base.stp-1
2025-03-07 12:05:39,217 INFO  ExportHelperExtension.cs: 1136 - Found 38 in base.stp-1
2025-03-07 12:05:39,217 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base.stp-1
2025-03-07 12:05:39,218 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from lower_arm.stp-1
2025-03-07 12:05:39,218 INFO  ExportHelperExtension.cs: 1136 - Found 31 in lower_arm.stp-1
2025-03-07 12:05:39,219 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in lower_arm.stp-1
2025-03-07 12:05:39,219 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_left_arm.stp-1
2025-03-07 12:05:39,219 INFO  ExportHelperExtension.cs: 1136 - Found 42 in shoulder_left_arm.stp-1
2025-03-07 12:05:39,220 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_left_arm.stp-1
2025-03-07 12:05:39,220 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_pitch.stp-1
2025-03-07 12:05:39,221 INFO  ExportHelperExtension.cs: 1136 - Found 36 in shoulder_pitch.stp-1
2025-03-07 12:05:39,221 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_pitch.stp-1
2025-03-07 12:05:39,222 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from upper_arm.stp-1
2025-03-07 12:05:39,222 INFO  ExportHelperExtension.cs: 1136 - Found 36 in upper_arm.stp-1
2025-03-07 12:05:39,223 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in upper_arm.stp-1
2025-03-07 12:05:39,223 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from lever.stp-1
2025-03-07 12:05:39,224 INFO  ExportHelperExtension.cs: 1136 - Found 36 in lever.stp-1
